items,labels
分 阅读 材料 回答 下列 问题 材料 一 大约 年前 在 嵌 礼记 礼运篇 中 孔子 说 大道 之行 也 天下为公 故人 不独 亲其亲 不独 子其子 使 老有所终 壮有 所用 幼有 所长 鳏寡孤独 废痰 者 皆 有所 养 这 大概 是 最早 的 以 最 简单 的 语辞 阐明 社会保障 一词 含义 的 一段 陈述 了 它 涵盖 了 养老 失业 孤苦无依 者 救助 医疗 等 现代 社会保障 制度 的 主要 方面 并且 精确 地 指出 了 这 一 制度 的 核心 精神 天下为公 材料 二 中国 的 社保 十年 阅读 材料 二 运用 经济 生活 知识 说明 我国 加强 社会保障 制度 的 原因 以及 政府 所 采取 的 措施 分 运用 政治 生活 的 知识 说明 孔子 社会保障 思想 和 党 与 政府 加强 社会保障 制度 建设 的 异同 分,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
材料 一在 我国 收入 分配 中 劳动报酬 在 国民收入 初次 分配 中所 占 比例 持续 下降 了 多年 还 不到 GP 的 这 比 世界 上 通行 的 以上 低 了 多个 百分点 再 加上 严重 的 收入 分配不公 一定 意义 上 激化 了 三种 冲突 即 干群 冲突 劳资 冲突 和 贫富 冲突 与此同时 过去 多年 改革开放 中 我国 的 四大 差距 一是 城乡 差距 二是 地区 差距 三是 人均收入 差距 四是 行业 差距 不但 没有 缩小 反而 都 被 放大 了 这 就 使 整个 社会 的 利益 格局 呈现出 极为 复杂 的 局面 材料 二 种种 迹象 表明 我国 的 收入 分配制度 改革 已经 陷入困境 不 伤筋动骨 很难 走出 困境 温家宝 总理 在 今年 政府 工作 报告 中 谈到 收入 分配制度 改革 时 也 明确指出 要 抓紧 制定 收入 分配 体制改革 总体方案 材料 一 表明 我国 经济 生活 中 存在 什么样 的 经济 现象 分 结合 材料 根据 经济 生活 的 相关 知识 谈谈 怎样才能 解决 上述 经济 现象 分,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
全球 经济 下行 压力 之下 中小企业 发展 愈加 困难 为此 我国 进一步 加大 结构性 减税 力度 拓宽 减税 范围 为 中小企业 减负 促进 其 转型 发展 这 有利于 贯彻 按劳分配 原则 增强 中小企业 的 营利 能力 解决 消费 不足 问题 发挥 中小企业 的 主导作用,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
中学生 何伟 整日 沉迷于 网络游戏 荒废 了 学业 伤害 了 身体 作为 他 的 好 朋友 你 应该 这样 帮 他 叫 其 家长 禁止 他 去 上网 告诫 他 提高 辩析 能力 并 注意 讲文明 讲 诚信 提醒 他 多 与 家人 师友 同事 公从 直接 交往 和 交流 与 他 一起 敦促 网络服务 的 提供商 停止 提供 服务,高中 政治 公民道德与伦理常识 面对科技进步的伦理冲突
节能 是 我国 十一五 期同 重要 的 工作 目标 年月日 ． 全国 多家 民间 环保 组织 在 北京 共同 发起 了 节能 ％ 公民 行动 这是 一项 旨在 以 倡导 低能耗 生活 方式 和 消费 方式 为 核心 的 公民 联合行动 这一 事实 说明 家庭 生活 消费 必须 与 家庭收入 相适应 物质 消费 与 精神 消费 要 协调 生产 决定 消费水平 和 消费 方式 个人 生活 消费 关系 到 社会 和 集体 的 利益,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
材料 一 网络 的 发展 深远 地 改变 了 人们 的 生活 网络 购物 网上 交友 网络 教育 等 日益 发展 至 年 我国 网民 数量 稳居 世界 第一 材料 二 在 现实生活 中 一些 人 利用 自已 所 掌握 的 网络 技术 窃取 他人 信息 或者 传播 他人 隐私 为 自己 谋取 利益 一些 网站 充斥 着 色情 暴力 内容 并 以此 提高 网站 的 点击率 部分 青少年 沉迷于 网络游戏 中 不能自拔 计算机病毒 时常 危害 着 网络 的 正常 运行 上述 材料 中 的 现象 反映 了 什么 问题 面对 材料 二中 的 问题 我们 应当 遵守 怎样 的 网络 世界 伦理 原则,高中 政治 公民道德与伦理常识 面对科技进步的伦理冲突
合理 的 收入 分配制度 是 社会 公平正义 的 重要 表现 阅读 下列 材料 回答 问题 材料 一年 与 年 我国 城乡居民 人均 可 支配 收入 及其 增长速度 情况 材料 二 从 不同 行业 来看 改革开放 之初 我国 各 行业 间 收入水平 最高 是 最低 的 倍 目前 电力 石油 等 垄断 企业 职工 平均收入 是 全国 平均工资 水平 的 倍 从 不同 群体 来看 收入 最高 群体 和 收入 最低 群体 的 收入 差距 从 年 的 倍 上升 到 倍 从 不同 地区 来看 年 人均收入 最高 的 上海市 与 最低 的 贵州省 相差 倍 以上 全国 万 贫困人口 中 中西部 地区 所 占 比重 高 达 简要 概括 上述 材料 反映 的 经济 现象 和 问题 请 从 财政 税收 角度 就 如何 解决 上述 问题 提出 合理化 建议,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
近期 国务院 发出 了 关于 稳定 消费 价格 总 水平 保障 群众 基本 生活 的 通知 强调 进一步 做好 市场 价格 调控 监管 工作 通知 发出 后 一些 物价 涨幅 较大 的 城市 纷纷 发布 限价 令 这里 的 限价 令 属于 国家 宏观调控 的 具体 举措 属于 国家 宏观调控 的 经济 手段 属于 国家 宏观调控 的 行政 手段 比 市场调节 更 有利于 保障 人民 的 利益,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
改革开放 年 来 我国 创造 了 高速 增长 的 经济 奇迹 但 也 付出 了 巨大 的 代价 荒漠化 的 面积 越来越 多 耕地 森林 锐减 物种 灭绝 的 速度 加快 城市 缺水 空气污染 严重 等 健康 的 可 持续 发展 的 经济 是 我们 建设 和谐社会 的 基础 而 丰富 的 资源 储备 功能 健全 的 生态系统 又 是 发展 经济 的 基本前提 人类 要 实现 可 持续 发展 必须 遵守 环境 伦理 要求 环境 伦理 的 基本 原则 是 什么 怎样才能 使 人们 遵守 环境 伦理 要求,高中 政治 公民道德与伦理常识 对环境的伦理关怀
集体主义 在 解决 我国 市场经济 发展 过程 中 的 各种 矛盾 时所起 的 作用 有 促使 各种 经济 法律法规 的 贯彻 保障 各 利益 主体 的 利益 要求 各 利益 主体 着眼 大局 有利于 克服 地方 本位主义 小团体 主义 有利于 经济 资源 的 合理配置,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
曾经 有 一份 资料 显示 珠三角 地区 农民工 平均工资 年间 只涨 了 元 钱 这 显然 是 不合理 的 政府 出台 了 要 逐步提高 最低工资 标准 建立 企业 职工工资 正常 增长 机制 等 一系列 政策 这 体现 了 [ ] 初次 分配 注重 效率 再 分配 注重 公平 逐步提高 劳动报酬 在 初次 分配 中 的 比重 提高 居民收入 在 再 分配 中 的 比重 进一步 强调 效率 优先 兼顾 公平,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
分 阅读 下列 材料 运用 所学 知识 回答 问题 材料 一注 广东 是 我国 改革开放 的 前沿 地带 也 是 我国 市场经济 起步 比较 早 的 地区 材料 二 年月日 十八 届 三中全会 通过 了 中共中央 关于 全面 深化改革 重大 问题 的 决定 决定 指出 市场 在 资源配置 中起 决定 作用 市场 决定 资源配置 是 市场经济 的 一般 规律 市场经济 本质 上 就是 市场 决定 资源配置 的 经济 材料 一 反映 了 什么 经济 信息 分 根据 材料 二 运用 经济 生活 知识 回答 市场 在 资源配置 中起 决定 作用 的 理论依据 分,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
随着 科技 的 进步 和 社会 的 发展 网络 与 我们 每个 人 的 生活 的 关系 越来越 密切 材料 一年 中国 网络 购物 市场 交易 规模 达到 亿元 比年 增长 一大批 由 其 带动 的 产业 也 在 悄然 发力 如 物流 快递 互动式 网站 培训 教育 等 截至 年底 我国 网购 用户 已达 亿 同比 增长 调查 显示 省时 便捷 价格便宜 种类 丰富 等 成为 人们 选择 网购 的 重要 原因 但 与此同时 网民 在 网购 中 也 面临 着 种种 问题 如 虚假 信息 商品质量 和 售后服务 难以 得到 保证 交货 延迟 非法 购物 网站 设置 陷阱 等 材料 二 某地 具有 大量 的 具有 传统 文化 特色 的 手工艺品 但 由于 该地 地理位置 偏僻 交通不便 宣传 力度 不够 等 原因 长期以来 这些 手工艺品 销售 不 畅 后来 他们 创办 了 一家 购物 网站 充分利用网络 的 优势 既 大力 宣传 当地 优秀 的 传统 文化 又 大力 推销 特色 手工艺品 走出 了 一条 利用网络 购物 平台 将 经济 与 文化 相 融合 推动 当地 经济 发展 的 路子 材料 三 大学生 小王 毕业 后 决心 走 自主 创业 的 道路 他 在 深入 调研 市场行情 的 基础 上 抓住 网络 购物 的 商机 ． 创办 了 一家 小型 的 网店 结合 材料 从 经济 生活 角度 谈谈 为什么 要 规范 网购 市场秩序 有人 认为 文化 只有 带来 经济 价值 才 是 有 意义 的 请 运用 文化 生活 的 相关 知识 对 这 一 观点 加以 评析 请 你 为 小王 的 网店 的 经营 发展 提 三条 建议 并 从 价值观 的 角度 分析 其 依据,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
分 阅读 下列 漫画 和 材料 然后 回答 问题 漫画 施舍 材料 一 合理 的 收入 分配制度 是 社会 公平正义 的 重要 体现 我们 不仅 要 通过 发展 经济 把 社会 财富 这个 蛋糕 做 大 也 要 通过 合理 的 收入 分配制度 把 蛋糕 切好 让 全体 人民 共享 改革 发展 的 成果 漫画 反映 了 什么 经济 问题 分 结合 材料 一 说明 做大分 好 蛋糕 的 经济学 措施 分 材料 二年 中央 一号 文件 中共中央国务院 关于 加快 水利 改革 发展 的 决定 月 日 全文 发布 这 是 新 中国 成立 年 来 中共中央 首次 系统 部署 水利 改革 发展 全面 工作 的 决定 文件 强调 力争 今后 年全 社会 水利 年 平均 投入 比年 高出 一倍 要 不断 加大 公共财政 对 水利 的 投入 发挥 政府 在 水利建设 中 的 主导作用 将 水利 作为 公共财政 投入 的 重点 领域 结合 材料 二 从 政治 生活 的 角度 分析 各级 政府 应 如何 搞好 农田水利 建设 分,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
该图 告诉 我们 在 收入 分配 领域 中要 坚持 的 根本 目标,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
材料 一 十一五 期间 我国 国家 财政收入 城镇居民 人均 可 支配 收入 增长 情况 材料 二 十一五 时期 我国 经济 快速增长 年 年 我国 国内 生产总值 年均 实际 增长 l ． 到 年 我国 全年 国内 生产总值 达 亿元 为 还 富于 民 提供 了 物质基础 十一届 全国人大 四次会议 审查 和 批准 了 国民经济 和 社会 发展 第十二个 五年 规划 纲要 十二五 规划 与 此前 的 规划 有着 本质 差别 过去 的 规划 追求 国 强 十二五 规划 则 追求 民富 十二五 期间 我国 政府 将 致力于 全面 均衡 发展 和 收入 分配 改革 保持 居民收入 与 GP 同步增长 控制 收入 差距 扩大 让 民众 收入 跑 赢 PI 分享 GP 发展 实惠 从而 实现 中国 经济社会 由国强 向 民富 的 华丽 转身 归纳 材料 一所 反映 的 经济 信息 并 结合 材料 二 运用 经济 生活 的 知识 就 怎样 实现 由国强 向 民富 的 华丽 转身 谈谈 你 的 建议 分,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
北京 企业信用 信息网 将 升级 改造 到 年底 与 市场监管 密切相关 的 个 部门 将 完成 行政处罚 信息 的 归集 工作 届时 可以 查询 到 更加 全面 的 企业信用 情况 失信 企业 的 违法 成本 进一步 加大 登录 北京市 企业信用 信息网 可以 查询 企业 受到 处罚 的 警示 信息 还 能 查询 到 包括 纳税 信用 级 企业 食品卫生 管理 级 单位 工程质量 获奖 信息 和谐 劳动 关系 单位 等 良好 信息 截至 年 月底 北京市 企业信用 信息网 归集 信息 总量 达到 万条 比 去年底 增长 刷新 了 十年 来 的 增长 纪录 结合 材料 说明 诚信 在 社会主义 市场经济 中 的 作用 并 为 建设 社会 诚信 机制 提出 合理化 建议,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
在 市场经济 条件 下受 经济 利益 的 驱使 一些 企业 在 当前 煤炭市场 好转 煤价 上扬 的 情况 下 不顾 安全 条件 突急 生产 盲目 超产 这是 煤矿 事故 频发 的 重要 原因 这 说明 市场经济 的 盲目性 和 滞后性 导致 资源 的 浪费 追求 经济效益 的 思想 是 错误 的 要 把 行政 手段 作为 宏观调控 的 主要 手段 市场调节 具有 自发性 的 弱点,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
当前 中国 经济 形势 稳中有进 稳中 向 好 同时 经济运行 也 存在 下行 压力 在 此 经济 形势 下 政府 可 采取 的 措施 有 大规模 的 推行 经济 刺激 计划 慎用 税收 和 国债 等 货币政策 继续 加快 转变 经济 发展 方式 继续 深入 贯彻落实 科学 发展观,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
亚当斯 密在 道德 情操 论中 指出 如果 一个 社会 的 经济 发展 成果 不能 真正 分流 到 大众 手中 那么 它 在 道义上 将 是 不得人心 的 而且 是 有 风险 的 因为 它 注定 要 威胁 社会 稳定 这一 论述 表明 [ ] 经济 发展 要 兼顾 效率 与 公平 公平 是 提高效率 的 保证 要 做到 社会 成员 的 平均分配 效率 是 公平 的 物质 前提,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
年月日 中国社会科学院 城市 发展 与 环境 研究所 发布 的 中国 城市 发展 报告 No 聚焦 民生 显示 目前 我国 城乡 收入 差距 比 为 ∶ 已 成为 世界 上 城乡 收入 差距 最大 的 国家 之一 为此 我们 必须 [ ] 统筹 城乡 发展 加强 财政 支农 力度 落实 分配 政策 促进 农村 居民收入 的 多样化 减少 城镇居民 收入 增加 农村 居民收入,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
近年 不遇 的 严重 伏旱 使 辽宁 各地 普遍 受灾 截至 年月日 辽宁 全省 投入 各级 抗旱 资金 亿元 其中 省政府 决定 新增 万元 抗旱 资金 出动 抗旱 人员 万人 开动 机电井 万眼 投入 机动 抗旱 设备 万台 套 累计 浇灌 面积 万亩 临时 解决 了 万人 万头 大牲畜 饮水困难 问题 材料 主要 反映 出 市场经济 具有 自身 的 弱点 会 造成 经济 的 波动 社会主义 市场经济 以 共同富裕 为 根本 目标 社会主义 市场经济 坚持 公有制 的 主体 地位 社会主义 市场经济 能够 发挥 集中力量 办 大事 的 优势,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
近年来 我国 政府 着力 打造 五只 手 握紧 人民 的 手 干净 官员 的 手 市场 无形 的 手 政府 服务 的 手 缔造 和平 的 手 以下 前后 内容 能够 对应 的 是 握紧 人民 的 手 密切联系 群众 让 群众 直接 管理 国家 事务 干净 官员 的 手 政府 公正司法 规范化 制度化 的 监督 市场 无形 的 手 充分发挥 经济 法律 行政 的 调节作用 政府 服务 的 手 转变 政府职能 完善 我国 社会保障 体系 ⑤ 缔造 和平 的 手 树立 新 安全观 增加 多边 外交 的 正 能量 ⑤,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
牢牢 把握 保障 和 改善 民生 这一 根本 目的 加大 财政投入 力度 切实 办好 涉及 民生 的 大事 要事 注重 提高 发展 的 包容性 这是 中央 经济 工作 会议 上 提出 的 一个 新 导向 对于 包容性 发展 仁者见仁 智者见智 法国 前 总统 拉 法兰 的 理解 是 我们 不再 像 从前 而是 改变 经济 增长 方式 越来越 绿色 和 关注 社会 博鳌 亚洲 论坛 副理事长 曾培炎 表示 包容性 发展 的 含义 和 任务 因国 而 异 菲律宾 前 总统 拉莫斯 则 认为 包容性 是 指像 你 像 我 像 他 大家 都 一起 参与 进来 下列 对 包容性 发展 理解 正确 的 是 转变 经济 发展 方式 推动 全面 协调 可 持续 发展 尊重 各国 的 价值 选择 共享 经济 全球化 的 成果 加剧 了 全球 经济 发展 的 不稳定性 对 世界 经济 安全 构成威胁 促进 内外 联动 互利 共 赢 的 国际 经济 合作 新 模式 的 形成,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
个 从业人员 在 职业 工作 中 应该 慎待 诺言 表里如一 言行一致 遵守 劳动纪律 这是 职业道德 中 的 基本 要求 爱岗敬业 诚实 守信 办事 公道 服务 群众,高中 政治 公民道德与伦理常识 公民的道德生活
• 海南 [ 公民道德 与 伦理 常识 ] 阅读 材料 完成 下列 问题 金 兴安 幼年 时 父母 双双 离世 靠 吃 百家饭 活 下来 他 心怀 感恩 努力 进取 历经 艰辛 最终 成为 一名 资深 编辑 知名 作家 为 改变 家乡 文化 生活 落后 的 面貌 报答 乡亲们 的 关爱 金 兴安 退休 后 克服 种种 困难 自费 创办 农家 书屋 为 落后 的 偏远 乡村 送 去 知识 的 甘霖 农家 书屋 成 了 当地 农户 的 技校 师生 的 图书馆 民众 的 精神 文化 生活 乐园 年 月 金 兴安 荣登 中国 好人 榜 运用 公民道德 建设 的 知识 说明 道德 对金 兴安 成功 人生 的 意义,高中 政治 公民道德与伦理常识 公民的道德生活
从 防止 经济 二次 衰退 的 角度看 美国 和 欧盟 国家 应 采取 的 宏观 措施 是 降低利率 → 投资 增加 → 就业 增加 → 经济 复苏 本币 升值 → 进口商品 价格下降 → 进口 增加 → 经济 复苏 提高 税率 → 增加 财政收入 → 国家 投资 增加 → 经济 复苏 扩大 政府 投资 → 生产 规模 扩大 → 就业 增加 → 经济 复苏,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
发展 改革 委 要求 各地 加强 对 粮油 肉蛋 菜奶 燃料 等 居民 生活必需品 价格 监测 对 不 执行 政府 定价 和 政府 指导价 串通 涨价 捏造 散布 涨价 信息 囤积居奇 哄抬物价 以次充好 变相 抬价 等 违法行为 严肃查处 严厉 制裁 这 说明 国家 尊重 价值规律 强化 宏观调控 措施 坚持 以人为本 关注 民生 用 行政 手段 干预 市场 是 国家 调控 市场 的 主要 手段 履行 市场监管 的 职能,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
我国 年 年 城乡居民 纯收入 对比 表请 回答 上述 图表 反映 了 什么 经济 信息 你 认为 现阶段 我国 该 如何 处理 好 效率 与 公平 的 关系,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
对 效率 和 公平 的 关系 下列 说法 正确 的 是 [ ] 效率 和 公平 是 根本 对立 的 效率 是 公平 的 物质 前提 公平 是 提高效率 的 保证 公平 是 效率 的 物质 前提 效率 是 兼顾 公平 的 保证 注重 效率 就 不能 实现 公平,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
． 国家 实施 西部 大 开发 战略 是 社会主义 本质 的 体现 是 国家 宏观调控 的 体现 是 市场 在 发挥 基础性 调节作用 有利于 开拓 国内 市场 扩大内需,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
阅读 下列 材料 结合 所学 知识 回答 问题 材料 一年 上半年 我国 收入 分配 增长 情况 材料 二年 中央 经济 工作 会议 首次 明确提出 提高 中等 收入者 比重 表明 中国 正 力图 跨越 中等 收入 陷阱 逐步形成 中等 收入者 占多数 的 橄榄型 分配 格局 这 让 幸福 的 橄榄型 社会 变得 更加 可 期 材料 三 幸福 橄榄 至少 应 包含 三个 方面 流动 的 橄榄 具备 相对 畅通 的 社会 流动 渠道 让 每 一个 社会 成员 都 能 看到 拾级而上 的 希望 轻松 的 橄榄 减轻 中产阶层 的 经济负担 不能 让 一批 中等 收入者 在 老人 赡养 子女教育 高 房贷 等 压力 下 沦为 伪 中产 有 责任 的 橄榄 引导 中产阶层 积极主动 参与 公共事务 材料 一 反映 什么 经济 现象 结合 上述 材料 运用 经济 生活 相关 知识 请 为 培育 幸福 橄榄 提出 合理化 建议 运用 公民 和 政府 的 相关 知识 分析 建设 有 责任 橄榄 的 政治学 依据,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
材料 年 月 国家统计局 公布 了 年 全国 职工 平均 年 工资 其中 私营 单位 人员 年均 工资 元 而 非 私营 单位 年均 工资 元 最高 的 金融业 年 平均工资 达 万元 以上 最低 私营 单位 的 的 社会 组织 每年 收入 仅 万元 同时 行业 内部 的 收入 差距 也 比较 大如 某 大型 门户网站 新入 职 的 员工 月薪 元高管 年薪 万元 以上 收入 差距 倍 而 中关村 某 上市公司 基层 普通员工 月薪 元高管 年薪 数十万 到 几百万元 不 等 收入 差距 达到 几十倍 甚至 上 百倍 上述 材料 了 我国 经济 生活 中 存在 什么 问题 对 我国 经济社会 发展 有 什么 不利 影响 结合 材料 谈谈 国家 应 如何 解决 这一 问题,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
中国人民银行 决定 自 年月日 起 全面 放开 金融机构 代款 利率 管制 由 金融机构 根据 商业 原则 自主 确定 代款 利率 水平 放开 代款 利率 管制 将 导致 金融机构 的 利润 水平 逐步提高 资金 大规模 流向 实体 经济 利率 差异化 金融 产品 不断 出现 社会 融资 成本 大幅度降低,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
年月日 神舟 八号 飞船 返回舱 刚刚 在 内蒙古 四子王旗 着陆 中国 首次 空间 交会 对接 任务 完成 神八在 太空 巡游 天 与 天宫 一号 进行 两次 空间 交会 对接 材料 一 党和国家 高度重视 我国 航天事业 的 发展 加大 对 航天事业 的 投入 据估计 天宫 一号 造价 达 亿元 在 载人 航天 计划 实施 的 过程 中 也 开展 了 一些 国际 合作 如年 月 中国 载人 航天 工程 办公室 与 德国 国家 宇航 中心 签署 了 在 神舟 八号 飞船 上 联合 进行 空间 生命科学 试验 的 合作 协议 根据 这个 协议 神舟 八号 飞船 上 装载 了 通用 生物 培养 实验 装置 这项 合作 是 我国 载人 航天 工程 首次 在 空间科学 应用领域 开展 的 国际 合作 材料 二 从 年 的 神州 一号 到 年 的 天宫 一号 神州 八号 在 这 十二年 间 中国 的 载人 航天 工程 按照 既定 的 步伐 步步 向前 而 在 这 一步步 的 脚步 当中 中国 的 航天 人 都 付出 了 艰辛 的 努力 中国 载人 航天 计划 分三 步骤 第一步 是 发射 无人 和 载人 飞船 将 航天员 安全 地 送入 近地 轨道 进行 对 地 观测 和 科学实验 并 使 航天员 安全 返回地面 第二步 是 继续 突破 载人 航天 的 基本 技术 多人多 天 飞行 航天员 出舱 在 太空行走 完成 飞船 与 空间 舱 的 交会 对接 第三步 建立 永久性 的 空间 试验室 建成 中国 的 空间 工程 系统 航天员 和 科学家 可以 来往 于 地球 与 空间站 进行 规模 比较 大 的 空间科学 试验 目前 中国 已经 实现 了 第二 步骤 并 向 第三步 努力 由于 各 方面 协调一致 整个 工程 进行 得 有条不紊 材料 一 体现 了 经济 生活 的 什么 道理 分 积极 发展 航天技术 扩大 航天技术 应用 对 我国 经济 发展 有 什么 意义 分 联系 材料 二 运用 唯物辩证法 的 有关 知识 分析 说明 我国 的 航天 工程 为什么 要分 步骤 协调一致 有条不紊 的 进行 分,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
告别 GP 崇拜 缔造 幸福 中国 已经 到 了 付诸实践 的 阶段 年 的 政府 工作 报告 提出 要 全面 改善 人民 生活 十二五 规划 也 更加 突出 民生 保障 和 改善 这 充分 表明 党中央 建设 幸福 中国 的 坚强 决心 材料 一 国际 学术界 近十年 来 的 大量 研究 表明 人均 GP 增长 和 幸福 指数 增长 的 关系 如下 图 所示 注 幸福 指数 是 指 衡量 幸福 感受 具体 程度 的 主观 指标 数值 材料 二 改革开放 以来 我国 经济 快速 发展 社会 财富 增长 较 快 但是 财富 分配 结构 并 不合理 有 数据 显示 初次 分配 中 劳动者 报酬 占 比重 已 从 年 的 下降 到 年 的 居民收入 占 GP 的 比重 已 从 年 的 下降 到 年 的 年 中国 城市居民 幸福感 调查 的 数据 显示 我国 家庭 月 收入 越 高者 选择 非常 幸福 和 比较 幸福 的 比例 越高 选择 不太 幸福 和 不 幸福 的 比例 越低 有 专家 认为 鉴于 我国 还 处于 经济 收入 比较 低 阶段 收入 的 增加 是 衡量 居民 幸福 水平 的 硬指标 收入 分配 的 公平合理 已经 成为 影响 相对 收入 进而 影响 幸福感 的 重要 因素 简要 指出 材料 一 反映 的 经济 信息 结合 材料 二 运用 经济 生活 中 的 相关 知识 从 调整 收入 分配关系 的 角度 为 让 人民 幸福 提出 两点 合理化 建议,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
年月日 国务院 总理 温家宝 接受 中国政府 网 新华网 联合 专访 与 广大 网友 在线 交流 温总理 说 社会 财富 这个 蛋糕 分 好 关系 到 社会 的 公平正义 在 二次 分配 当中 我们 应该 更加 注重 公平 这 体现 了 [ ] 我国 经济 建设 以 科学 发展观 为 指导 社会主义 的 本质 国家 注重 宏观调控 的 方向 社会主义 市场经济 的 根本 目标,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
年月日 中国共产党 十八 届 三中全会 公报 全文 发布 全会 公报 提出 经济体制 改革 是 全面 深化改革 的 重点 核心 问题 是 处理 好 政府 和 市场 的 关系 使 市场 在 资源配置 中起 决定性 作用 和 更好 发挥 政府 作用 从 经济学 角度看 这 说明 政府 应 履行 好 组织 社会主义 经济 建设 的 职能 要 发挥 宏观调控 在 资源配置 中 的 基础性 作用 应 与 国际 接轨 发展 中国 特色 社会主义 市场经济 市场 在 宏观调控 下 对 资源配置 起 基础性 作用,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营
某市 年 来 城乡居民 生活 变化 情况 注 一般来讲 恩格尔系数 高于 就 认为 是 绝对 贫困 之间 是 温饱 之间 是 小康 是 富裕 揭示 图表 反映 的 经济 信息 运用 生产 和 消费 的 关系 说明 上述 变化 对 该市 社会 生产 的 发展 会 产生 怎样 的 影响,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
材料 一在 公共场所 乱 扔 垃圾 破坏 公物 既 是 对 他人 权益 公共利益 的 漠视 与 不 尊重 也 是 对 自身 利益 的 损害 每个 公民 的 行为 都 直接 影响 着 社会公德 状况 也 直接 影响 着 和谐社会 的 建设 材料 二 某市 在 建设 和谐 城市 过程 中 坚持 以 经济 建设 为 中心 把 发展 作为 第一 要务 构建 诚信 机制 倡导 诚信 伦理 倡导 扶贫济困 和 伸张正义 的 道德风尚 把 收入 差距 控制 在 合适 的 范围 内 让 发展 的 阳光普照 在 每 一位 劳动者 身上 从而 促进 了 社会 和谐 结合 材料 一 简要 说明 和谐社会 里 我们 每个 公民 讲 社会公德 的 作用 依据 材料 二 从 经济 伦理 上 说明 在 构建 社会主义 和谐社会 进程 中 发展 经济 加强 道德 建设 与 实现 公平正义 三者 之间 的 内在联系,高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求
年月日 起 正式 实施 的 中华人民共和国 资源税 暂行条例 实施细则 规定 原油 天然气 资源税 进行 从价 计征 煤炭 资源税 维持 从量 计征 方式 原油 天然气 煤炭 等 自然资源 可以 被 称为 [ ] 实体性 要素 联结 性 要素 渗透性 要素 再生性 要素,高中 政治 公民道德与伦理常识 对环境的伦理关怀
