items,labels
结合 下列 材料 回答 问题 材料 一 某年 青海省 玉树县 ° E ° N 发生 里氏 级 地震 震源 深度 约 千米 材料 二 我国 大陆 部分 地壳 厚度 线图 为 探测 莫霍面 的 情况 在 下列 四地 同时 进行 了 地震波 的 测定 最迟 从 莫 霍面 传来 地震波 的 是 玉树 成都 上海 北京 掌握 地震 发生 规律 可 有效 减少 危害 我们 要 了解 青海省 地球 各 圈层 组成 物质 和 结构特征 目前 主要 的 研究 依据 是 其 研究 原理 是 在 地壳 厚度 线圈 中 千米 表示 面 根据 我国 大陆 部分 地壳 厚度 线 可以 推断出 玉树 地震 的 震源 地震 发生 的 地方 位于 地壳 地幔 或 地核,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
下图 所示 的 是 北半球 的 一段 纬线 MN 两点 分别 是 某日 的 晨线 昏线 与 该 纬线 的 交点 一年 中 MN 两点 有 重合 于 O 点 的 现象 一年 中 O 点 的 太阳 高度 最大值 约 为 ° ° ° °,高中 地理 宇宙中的地球 地球运动的地理意义
出现 在 日冕 层 的 太阳活动 是 太阳黑子 耀斑 日珥 太阳风,高中 地理 宇宙中的地球 太阳对地球的影响
下列 太阳活动 出现 在 色球层 的 是 太阳黑子 耀斑 日珥 太阳风,高中 地理 宇宙中的地球 太阳对地球的影响
关于 地方 时 的 叙述 不 正确 的 是 同 一条 经线 地方 时 相同 同 一条 纬线 地方 时 相同 东边 的 时刻 总是 比 西边 时刻 要 早 经度 每 相差 ° 地方 时 相差 小时,高中 地理 宇宙中的地球 地球运动的地理意义
在 地球 内部 圈层 中莫霍 界面 划分 开 的 两个 圈层 是 岩石圈 和 地幔 地壳 和 地幔 地幔 和 地核 地壳 和 上 地幔 顶部,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
在 交通 的 十字路口 处 我们 经常 见到 如下 图 所示 的 太阳能 交通 信号灯 据此 完成 下题 下列 哪一 城市 大量 设置 这种 交通 信号灯 效果 会 最好 拉萨 重庆 大庆 海口,高中 地理 宇宙中的地球 太阳对地球的影响 大气受热过程
将 下列 四个 地方 的 地球 自转 线速度 由大到 小 排列 顺序 正确 的 是 广州 上海 北京 安达 ． ＞ ＞ ＞ ＞ ＞ ＞ ＞ ＞ ＞ ＞ ＞ ＞,高中 地理 宇宙中的地球 地球运动的基本形式
下列 城市 冬至 日 正午 太阳 高度 角 最大 的 是 广州 上海 北京 海口,高中 地理 宇宙中的地球 地球运动的地理意义
若 黄赤 交角 从 变为 时则 地表 各 温度 带 面积 温带 缩小 寒带 热带 面积 扩大 温带 增大 寒带 热带 面积 缩小 温带 缩小 寒带 热带 面积 缩小 温带 热带 面积 增大 寒带 面积 缩小,高中 地理 宇宙中的地球 地球运动的地理意义
关于 地球 公转 特点 的 叙述 正确 的 是 公转 方向 自 西向东 公转 轨道 为 正圆形 公转 周期 是 天 公转 速度 是 均匀 的,高中 地理 宇宙中的地球 地球运动的基本形式
下列 有关 地球 的 外部 圈层 说法 正确 的 是 外部 圈层 包括 岩石圈 各 圈层 是 相互 独立 的 广泛 分布 于 地壳 大气圈 和 水圈 的 生物 世界 形成 生物圈 厚度 最大 的 是 水圈,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
下列 对 太阳 大气 的 结构 及其 活动 叙述 正确 的 是 太阳 大气层 从 内向 外 分为 光球 层 色球层 和 日冕 层 日常 肉眼 观察 到 的 太阳 大气层 为 色球层 光球 层 表面 有时 出现 局部 区域 突然 增亮 的 现象 叫 耀斑 耀斑 有时 与 太阳黑子 同时 出现 但 两者 的 活动 周期 并不相同,高中 地理 宇宙中的地球 太阳对地球的影响
有关 地球 自转 速度 的 叙述 正确 的 是 全球 各地 的 自转角 速度 是 不 一致 的 南北纬 ° 的 自转角 速度 是 赤道 的 一半 纬度 越高 自转 线速度 越小 南北 两极 线速度 为 零 自转角 速度 最大,高中 地理 宇宙中的地球 地球运动的基本形式
耀斑 爆发 时 发射 的 电磁波 进入 电离层 会 使 地球 大气 异常 增温 地面 的 无线电 短波 通讯 受到 影响 臭氧层 低值 范围 扩大 大气 环流 反常,高中 地理 宇宙中的地球 太阳对地球的影响
若 黄赤 交角 由 现在 的 ° ′ 增大 到 ° 下列 叙述 错误 的 是 热带 范围 变 大 寒带 范围 变 大 太阳 直射 点 移动 范围 变 大 温带 范围 变 大,高中 地理 宇宙中的地球 地球运动的地理意义
下列 各项 中 不 属于 太阳辐射 对 地球 影响 的 是 为 生物 提供 生长发育 所 需 的 光热 使 地球 上 出现 风云 雨雪 等 天气现象 造成 火山 等 自然灾害 为 人类 提供 生产 生活 能源,高中 地理 宇宙中的地球 太阳对地球的影响
已知 ° E 的 地方 时为 时分 求 ° W 的 区 时 时分 时分 时分 时分,高中 地理 宇宙中的地球 地球运动的地理意义
按 气候 统计 标准 划分 的 四季 北半球 的 春季 指 三个 月 三个 月 三个 月 三个 月,高中 地理 宇宙中的地球 地球运动的地理意义
分别 出现 在 太阳光球 层 和 色球层 属于 太阳活动 的 主要 标志 是 黑子 和 耀斑 耀斑 和 日珥 黑子 和 日珥 耀斑 和 黑子,高中 地理 宇宙中的地球 太阳对地球的影响
某校 研究性 学习 小组 的 同学 正在 拨动 地球仪 做 模拟 地球 自转 运动 的 实验 地球仪 代表 地球 白炽灯 泡 代表 太阳 读 下图 并 结合 所学 知识 回答 下列 各题 该 实验 能够 演示 的 地理 现象 是 昼夜 的 更替 四季 的 更替 运动 物体 偏向 地方 时 差异 图示 季节 内 北京 盛行 东南 季风 正午 太阳 高度 达 全年 最小值 当地 时间 时 日出 此日 过后 黑夜 逐日 变 长,高中 地理 宇宙中的地球 地球运动的基本形式 地球运动的地理意义
纬度 相同 的 地方 可能 不同 的 是 地方 时 正午 太阳 高度 角 昼夜 长短 地球 自转角 速度,高中 地理 宇宙中的地球 地球运动的地理意义
下列 关于 太阳 大气层 结构特征 的 叙述 正确 的 是 太阳 大气层 光球 表面温度 最高 从外到里 太阳 大气层 可 分为 日冕 层 色球层 和 光球 层 黑子 和 耀斑 出现 的 周期 一定 是 年 发出 可见光 数量 最多 的 是 色球层,高中 地理 宇宙中的地球 太阳对地球的影响
地球 是 太阳系 中 既 普通 又 特殊 的 行星 其 特殊性 主要 表现 在 太阳系 中 唯一 有 高级 智慧 生物 的 行星 既有 自转 运动 又 有 公转 运动 有 昼夜 更替 现象 唯一 有水 和 大气 存在 的 行星,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星
若 黄赤 交角 缩小 为 零则 地球 上 北极点 永远 是 极昼 没有 昼夜 交替 没有 四季 变化 不 存在 地方 时,高中 地理 宇宙中的地球 地球运动的地理意义
下列 日期 中 宿迁 白昼 最长 的 是 月 日月 日月 日月 日,高中 地理 宇宙中的地球 地球运动的地理意义
假如 黄赤 交角 变小 下列 叙述 正确 的 是 寒带 范围 减小 热带 范围 增大 温带 范围 减小 极昼 极夜 范围 将 增大,高中 地理 宇宙中的地球 地球运动的地理意义
下图 中 实线 表示 水平 运动 物体 的 原始 方向 虚线 表示 运动 物体 的 实际 方向 正确 的 是,高中 地理 宇宙中的地球 地球运动的地理意义
如表为 月 日 甲乙丙丁 四地 白昼 时间 示意 四地 中 属于 南半球 的 是 甲地 乙地 丙 地丁 地 白昼 时间 小时 分 小时 分 小时 分 小时 分 甲地 乙地 丙 地丁 地,高中 地理 宇宙中的地球 地球运动的地理意义
当 地球 位于 公转 轨道 的 远日点 时 地球 公转 速度 较 快 地球 公转 速度 较慢 是 每年 的 月初 足 每年 的 月初,高中 地理 宇宙中的地球 地球运动的基本形式
月 日 太阳 直射 点 在 地球 上 的 位置 和 移动 情况 是 北半球 向 北移 南半球 向 北移 南半球 向 南移 北半球 向 南移,高中 地理 宇宙中的地球 地球运动的基本形式
下列 关于 太阳 和 太阳活动 的 叙述 正确 的 是 太阳 的 主要 成分 是 氦 和 氮 黑子 耀斑 和 极光 都 是 太阳活动 的 主要 标志 太阳黑子 的 活动 周期 大约 是 年 太阳 大气层 从里到外 依次 是 光球 层 色球层 日冕 层,高中 地理 宇宙中的地球 太阳对地球的影响
图为 某 一 河段 的 剖面 ． 若此 河流 是 一条 自 南向 北 流动 则 哪 一岸 的 河堤 需要 特别 加固 东岸 南岸 西岸 北岸,高中 地理 宇宙中的地球 地球运动的地理意义
当 北京 时间 为 年月日时 全球 未 进入 年 的 地区 范围 多一半 的 经度 少 一半 的 经度 恰好 一半 的 经度 无法 确定,高中 地理 宇宙中的地球 地球运动的地理意义
下列 大体 系统 中 不 包含 地球 在内 的 是 银河系 总星系 太阳系 河外星系,高中 地理 宇宙中的地球 地球所处的宇宙环境
下图 为 太阳系 颗 行星 示意图 读图 完成 下列 各 题图 中 ⑧ 分别 示意 地球 和 土星 的 是 ⑦ ⑥ ⑤ ⑤ 下列 关于 金星 的 叙述 正确 的 是 位于 地球 和 火星 之间 卫星 数目 比 土星 多 自身 能 发光 表面 平均温度 比 地球 高,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星
读 我国 太阳年 辐射 总量 分布 局部 图 回答 下列 问题 过去 做饭 满屋 烟 现在 生火 拧 开关 这 是 对 目前 成都平原 地区 沼气 户 生活 的 真实 描写 沼气 中 蕴含 的 能量 的 根本 来源 是 太阳辐射 植物 沼气池 微生物 兰州 的 纬度 比 广州 高 但 太阳年 辐射 总量 比 广州 丰富 简要 分析 原因 太阳 辐射能 不仅 可以 在 地质 历史 时期 被 固定 形成 等 矿物 燃料 同时 它 也 是 维持 地表 温度 促进 地球 上 的 水 大气 运动 和 生物 活动 的,高中 地理 宇宙中的地球 太阳对地球的影响 中国的自然资源
赤道 平面 与 黄道 平面 的 夹角 是 ° ° ′ ° ′ °,高中 地理 宇宙中的地球 地球运动的基本形式
地表 单位 面积 接受 到 的 太阳 辐射量 随 坡度 不同 而 不同 我国 秦岭 南坡 某 月份 太阳 辐射量 最大值 在 坡度 ° ° 之间 该 月份 可能 是 月 月 月 月,高中 地理 宇宙中的地球 地球运动的地理意义
地球 是 太阳系 中 惟一 有 生命 物质 的 天体 其 原因 有 地球 自 西向东 自传 日地 距离 适中 地球 公转 周期 较 短 地球 体积 和 质量 适当 ⑤ 地球 具有 适宜 的 温度 和 液态水 ⑥ 地球 具有 适于 生物 呼吸 的 大气 ． ⑥ ⑤ ⑥ ⑤ ⑤ ⑥,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星
下图 为 某日 甲乙丙丁 四地 太阳 位于 正北 或 正南方 时 太阳 高度 示意图 读图 完成 下列 各题 甲乙丙丁 四地 中甲 在 北极点 上 乙 在 北极圈 上丙 在 北回归线 上丁 在 南温带 甲地 太阳 高度 的 年内 最大值 为 ° ′ ° ° ° ′,高中 地理 宇宙中的地球 地球运动的地理意义 光照图的综合判读
下图 为 某日 某 时刻 ° 经线 太阳 高度 分布图 读图 回答 小 题 此刻 起 小时 内该 经线 与 晨昏 线 交点 在 北半球 的 纬度 范围 为 ° ° ° ° ° ° ° °,高中 地理 宇宙中的地球 地球运动的地理意义
下图 中 阴影 部分 为夜 半球 则 北京 时间 为 时分 时分 时分 时分,高中 地理 宇宙中的地球 光照图的综合判读
关于 天体 系统 的 叙述 错误 的 是 一个 星座 就是 一个 天体 系统 天体 之间 相互 吸引 和 绕 转而 形成 天体 系统 总星系 是 目前 所 知道 的 最高 一级 天体 系统地 月系 的 中心 天体 是 地球,高中 地理 宇宙中的地球 地球所处的宇宙环境
当 太阳 直射 在 ° E 经线 上 ° E 的 地方 时 是 时 时分 时分 时分,高中 地理 宇宙中的地球 地球运动的地理意义
万物 生长 靠 太阳 体现 了 太阳辐射 对 地球 的 深刻影响 ． ．,高中 地理 宇宙中的地球 太阳对地球的影响
年月日 我国 首颗 暗物质 粒子 探测 卫星 悟空 成功 发射 升空 并于 同 年月日 首次 传回 信息 读图 悟空 发射 到 首次 传回 信息 期间 太阳 直射 点 位于 图中 附近 附近 附近 附近,高中 地理 宇宙中的地球 地球运动的地理意义
年月日 晚上 九点 二十分 在 太空飞行 了 九天 的 嫦娥 三号 飞船 再次 成功 变轨 从 公里 × 公里 的 环月 圆 轨道 降低 到 近月点 公里 远月点 公里 的 椭圆 轨道 这 也 是 嫦娥 三号 预定 的 月 面 着陆 准备 轨道 这次 变轨 是 嫦娥 登月 前 的 最后 一次 轨道 调整 月 号 嫦娥 三号 就 将 实施 月面 软着陆 号 嫦娥 三号 将 释放 国产 玉兔 号 月球车 这 将 是 我国 航天器 首次 在 地外 天体 的 软着陆 和 巡视 勘探 同时 也 是 年 后 人类 探测器 首次 的 落 月 探测 据此 回答 下题 嫦娥 登月 前 的 最后 一次 轨道 调整 时 希腊 雅典 东区 的 天文 爱好者 在 电视 中 看到 该 实况 的 时间 是 次日 时 次日 凌晨 时 时分 时分,高中 地理 宇宙中的地球 地球运动的地理意义
下图 正确 表示 北半球 水平 运动 物体 偏向 的 是,高中 地理 宇宙中的地球 地球运动的地理意义
我国 某 城市 太阳 高度 达到 一天 中 最大值 时 北京 时间 是 时分 该地 经度 是 ° E ° E ° E ° E,高中 地理 宇宙中的地球 地球运动的地理意义
太阳活动 耀斑 主要 发生 在 太阳 大气 的 光球 层 色球层 日冕 层 电离层,高中 地理 宇宙中的地球 太阳对地球的影响
位于 赤道 和 ° 经线 上 的 某 舰艇 向 正北 方向 发射 炮弹 炮弹 应落 在 东 十二 区西 十二 区 ° 经线 以东 西半球 ．,高中 地理 宇宙中的地球 地球运动的地理意义
关于 晨昏 线 的 叙述 正确 的 是 晨昏 线 与 地轴 总是 平行 的 晨昏 线 是 昼夜 半球 的 分界线 晨昏 线 是 由于 地球 自转 产生 的 晨昏 线 是 由于 地球 公转 产生 的,高中 地理 宇宙中的地球 地球运动的地理意义
下图 为 我国 两地 某日 日出日落 北京 时间 示意图 读图 回答 下面 小题 该 日 下列 现象 最有 可能 发生 的 是从 马六甲海峡 开往 非洲 的 船只 逆水 行驶 南非 高原 上 的 动物 大量 北迁 鄂毕河 下游 流量 猛涨 北方 小镇 漠河 长夜漫漫 地 位于 地 的 东北方向 西南 方向 东南 方向 西北 方向,高中 地理 宇宙中的地球 地球运动的地理意义
有关 地球 圈层 的 正确 说法 是 大气圈 中 的 臭氧 主要 集中 在 对流层 水圈 是 连续 而 规则 的 圈层 岩石圈 位于 软流层 之上 大气圈 有 明显 的 上界,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
北京 时间 年月日时 分 墨西哥 南部 格雷罗州 附近 地区 发生 里氏 级 地震 附近 海洋 渔船 上 的 人 可能 感觉 到 先 上下 颠簸 后 左右 摇晃 先 左右 摇晃 后 上下 颠簸 上下 颠簸 左右 摇晃,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
当地 时间 某日 时 一架 飞机 从 东京国际 机场 东区 起飞 大约 小时 后 抵达 上海浦东国际机场 到达 时 的 北京 时间 约 为 时时 时时,高中 地理 宇宙中的地球 地球运动的地理意义
下图 表示 夏至 日 或 冬至 日 四个 不同 纬度 地区 的 昼夜 长短 情况 图中 阴影 部分 表示 黑夜 四地 纬度 从 低 到 高 的 正确 排序 是,高中 地理 宇宙中的地球 地球运动的地理意义
读图 位于 南半球 的 岛屿 甲 在 地 转 偏向 力 作用 下 最终 与 哪岸 相连 北岸 南岸 两岸 都 相连 两岸 都 不 相连,高中 地理 宇宙中的地球 地球运动的地理意义
下列 说法 不 正确 的 是 太阳 辐射能 是 地球 上 大气 运动 的 主要 动力 太阳 能量 来 与 于 太阳 内部 的 核裂变 反应 太阳 辐射能 是 人们 日常生活 和 生产 的 主要 能量 来源 煤 和 石油 等 矿物 能源 被 称为 是 储存起来 的 太阳能,高中 地理 宇宙中的地球 太阳对地球的影响
某 行星 从 地球 与 太阳 之间 经过 时 地球 上 的 观察者 会 看到 有 一个 黑点 从 太阳 圆面 通过 这种 现象 称为 凌日 如图 数码 代表 的 行星 中 能 产生 凌日 的 是,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星
经度 相同 而 纬度 不同 的 两地 它们 日出 的 时间 必定 相同 地方 时刻 必然 相同 角速度 和 线速度 肯定 相同 正午 太阳 高度 完全相同,高中 地理 宇宙中的地球 地球运动的地理意义
下表为 家住 青岛 的 李老师 乘火车 去 西安 旅游 时刻表 在 青岛 候车 时 李老师 查 了 一下 手机 得到 了 如下 的 青岛 天气 信息 今天 白天 晴 最高 温度 ℃ 日出 明天 白天 晴 最高 温度 ℃ 日出 读表 完成 下列 各题 李老师 出行 时该 日 最 接近 的 节气 是 春分 月 日 谷雨 月 日 夏至 月 日立 秋月 日 李老师 在 乘车 的 过程 中有 如下 判断 其中 正确 的 是 出发 时 太阳 位于 东北方 行车 中 日落 时刻 早 于 前一天 到达 时 太阳 位于 东南方 西安 的 日出 时刻 晚于 李老师 在 西安 旅行 的 半个 月 中 青岛 与 西安 昼长 相差 越来越 大 正午 太阳 高度 相差 越来越 小 线速度 相差 越来越 大日 平均气温 相差 越来越 小,高中 地理 宇宙中的地球 地球运动的地理意义
读 天体 系统 示意图 完成 下面 小 题 下列 能 正确 表示 三者 关系 的 示意图 是 下列 叙述 正确 的 是 是 人类 已知 的 宇宙 部分 由 可知 地球 所处 的 宇宙 环境 是 安全 的 水星 所在 的 最低 一级 天体 系统 是 北极星 与 是 在 同一 恒星 系统 中,高中 地理 宇宙中的地球 地球所处的宇宙环境
管子 云水 者 何 也 万物 之 本源 也 诸生 之 宗室 也 水 是 地球 生命 起源 和 发展 的 重要 条件 之一 下列 与 地球 液态水 存在 有 密切关系 的 是 地球 上 昼夜 更替 的 周期 适中 地球 的 质量 和 体积 适中 地球 处于 一种 比较 安全 的 宇宙 环境 中 地球 与 太阳 的 距离 适中,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星
每年 东非 高原 上 几十万 头 角马 斑马 等 野生动物 发生 周期性 的 大 迁徙 造成 东非 高原 野生动物 大 迁徙 的 根本原因 是 地球 的 自转 地球 的 公转 水循环 运动 地壳 的 运动,高中 地理 宇宙中的地球 地球运动的地理意义 全球气压带风带的分布移动规律及其对气候的影响
下列 天体 系统 中 不 包括 地球 的 是 银河系 总星系 河外星系 太阳系,高中 地理 宇宙中的地球 地球所处的宇宙环境
温州 约 ° N 某 开阔 平地上 正南 方向 有 高为 H 的 楼房 某 开发商 计划 在 该楼 正北方 向上 再建 新楼 北楼 如图所示 为 使 北楼 底层 全年 正午 时刻 都 能 获得 阳光 则 两楼 之间 的 楼间距 应 满足 的 条件 是 L ≥ H ∕ tan ° ° ° ′ L ≤ H ∕ tan ° ° ° ′ L ≥ H × tan ° ° ° ′ L ≥ H × tan ° ° ° ′,高中 地理 宇宙中的地球 地球运动的地理意义 光照图的综合判读
歌曲 祈祷 中 唱道 让 地球 忘记 了 转动 啊 四季 少 了 夏秋 冬让 宇宙 关不了 天窗 叫 太阳 不西沉 ． 据此 回答 下列 说法 错误 的 是 歌词 中 的 转动 指 的 是 地球 的 绕 日 公转 歌词 中 的 关 天窗 主要 是 地球 自转 造成 的 进入 黑夜 如果 太阳 不西沉 全球 各地 都 会 发现 北极星 位于 夜空 中 的 天顶 黄赤 交角 的 存在 是 春夏秋冬 更替 的 重要 原因,高中 地理 宇宙中的地球 地球运动的基本形式
当 北京 时间 为 月 日 时时 旧金山 西八区 的 区 时 为 月 日 时 月 日 时 月 日 时 月 日时,高中 地理 宇宙中的地球 地球运动的地理意义
我们 肉眼 看到 的 太阳 是 太阳 的 整体 太阳 的 光球 层 太阳 的 色球层 太阳 的 日冕 层,高中 地理 宇宙中的地球 太阳对地球的影响
一个 恒星日 是 月亮 东升 西落 的 周期 地球 自转 的 周期 昼夜 更替 的 周期 地球 公转 的 周期,高中 地理 宇宙中的地球 地球运动的基本形式
关于 地球 自转 方向 的 叙述 正确 的 是从 北极 上空 观察 地球 呈 顺时针 方向 旋转 从 南极 上空 观察 地球 呈 逆时针 方向 旋转 自 西向东 与 地球 公转 方向 相反,高中 地理 宇宙中的地球 地球运动的基本形式
下列 城市 中 地球 自转 线速度 最慢 的 是 哈尔滨 广州 重庆 北京,高中 地理 宇宙中的地球 地球运动的基本形式
下列 关于 地球 内部 圈层 特点 的 叙述 正确 的 有 地壳 的 厚度 陆地 较 海洋 大 地壳 和 地幔 合称 岩石圈 软流层 是 液体 的 外核 的 物质 状态 为 固态,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
年月日 国家 主席 习近平 在 印度尼西亚 巴厘岛 继续 出席 亚太经合组织 第二十一次 领导人 非正式 会议 此时 晨线 呈 西北 东南 走向 且 与 子午线 的 夹角 逐渐 减小 呈 西北 东南 走向 且 与 子午线 的 夹角 逐渐 增大 呈 东北 西南 走向 且 与 子午线 的 夹角 逐渐 减小 呈 东北 西南 走向 且 与 子午线 的 夹角 逐渐 增大,高中 地理 宇宙中的地球 地球运动的地理意义
液态水 的 存在 是 地球 生命 起源 和 发展 的 重要 条件 之一 下列 叙述 中 与 地球 液态水 存在 有 密切关系 的 是 地球 上 昼夜 更替 的 周期 较 适中 地球 的 质量 和 体积 适中 地球 处于 一种 比较 安全 的 宇宙 环境 之中 地球 与 太阳 的 距离 比较 适中,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星
库尔勒 和 上海 两地 的 自转角 速度 和 线速度 相 比较 正确 的 叙述 是 两地 的 角速度 和 线速度 都 相同 两地 的 角速度 和 线速度 都 不 相同 角速度 相同 线速度 上海 大于 库尔勒 线速度 相同 角速度 上海 小于 库尔勒,高中 地理 宇宙中的地球 地球运动的基本形式
五带 中 既 无 阳光 直射 又 无 极昼 极夜 的 是 南北 温带 南北 寒带 北温带 和 北寒带 热带 和 南温带,高中 地理 宇宙中的地球 地球运动的地理意义
我国 气候 统计 工作 中 一般 把 春季 划为 月 月 月 月,高中 地理 宇宙中的地球 地球运动的地理意义
关于 总星系 的 说法 正确 的 是 可见 宇宙 已知 宇宙 半径 约 亿光年 半径 约 亿年 ⑤ 半径 约 亿千米 ⑥ 主要 天体 系统 为 银河系 与 太阳系 ． ⑤ ⑤ ⑥,高中 地理 宇宙中的地球 地球所处的宇宙环境
春分 日 这 一天 海南省 某地 ° N ° E 的 正午 太阳 高度 是 ° ° ° °,高中 地理 宇宙中的地球 地球运动的地理意义
下列 能源 的 形成 与 太阳辐射 有关 的 是 地热 煤 石油 核能 潮汐能,高中 地理 宇宙中的地球 太阳对地球的影响
升空 后 的 嫦娥 二号 不 属于 下列 哪个 天体 系统 的 天体 地月系 银河系 河外星系 总星系,高中 地理 宇宙中的地球 地球所处的宇宙环境
如图 表示 夏至 日 或 冬至 日 四个 不同 纬度 地区 的 昼夜 长短 情况 图中 阴影 部分 表示 黑夜 四地 纬度 从 低 到 高 的 正确 排序 是,高中 地理 宇宙中的地球 光照图的综合判读
下图 是 两幅 大河 河口 示意图 图中 小岛 因 泥沙 不断 淤积 而 扩展 按 一般 规律 最终 将 分别 与 河流 的 哪 一岸 相连 甲岸 丙岸 乙岸 丙岸 甲岸 丁岸 乙岸 丁岸,高中 地理 宇宙中的地球 地球运动的地理意义
东经 ° 比 东经 ° 的 地方 区时 早 地方 时早 地方 时晚 一定 先 看到 日出,高中 地理 宇宙中的地球 地球运动的地理意义
太阳活动 的 周期 大约 是 年 年 年 年,高中 地理 宇宙中的地球 太阳对地球的影响
太阳活动 最 激烈 的 显示 是 太阳黑子 耀斑 太阳风 日珥 爆发,高中 地理 宇宙中的地球 太阳对地球的影响
当 太阳 直射 在 ° S 时 北京 ° N 的 正午 太阳 高度 值为 ° ° ° °,高中 地理 宇宙中的地球 地球运动的地理意义
下列 圈层 属于 地球 内部 圈层 的 是 大气圈 水圈 生物圈 岩石圈,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
纵波 P 波 和 横波 S 波 的 传播速度 在 莫 霍面 以下 发生 的 显著 变化 是 都 明显 下降 都 明显增加 S 波 完全 消失 P 波 突然 下降 P 波 完全 消失 S 波 突然 下降,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
对于 我国 来说 下列 节日 白昼 最长 的 是 元旦 春节 儿童节 国庆节,高中 地理 宇宙中的地球 地球运动的地理意义
当 地球 由图 中 的 位置 至 位置 时 下列 现象 正确 的 是 地球 公转 的 速度 由慢 → 快 → 慢 北极圈 内 极昼 范围 的 变化 是 小 → 大 → 小 北京 正午 太阳 高度 的 变化 是 大 → 小 → 大 南半球 昼长 的 变化 是 短 → 长 → 短,高中 地理 宇宙中的地球 地球运动的基本形式 地球运动的地理意义
在 下列 地理纬度 中 地球 自转 线速度 最快 的 是 南北 极点 南北纬 ° 赤道 南北纬 °,高中 地理 宇宙中的地球 地球运动的基本形式
北京 ° N ° E 安装 一台 热水器 为了 获得 最多 的 太阳光 热 提高 利用效率 需要 根据 太阳 高度 的 变化 随 季节 调整 倾角 那么 日照 图 与 热水器 安置 方式 搭配 不合理 的 是,高中 地理 宇宙中的地球 地球运动的地理意义 光照图的综合判读
新华社 北京 年月日 电 我国 将 于 年 前后 发射 火星 探测器 计划 一步 实现 环绕 火星 的 探测 和 着陆 巡视 读 以下 图表 回答 下列 各 题图 中 表示 火星 的 序号 是 科学家 认为 火星 是 除 地球 外 最 有 可能 存在 生命 的 天体 之一 原因 是 火星 与 地球 相比 有 相近 的 距 日 距离 和 自转 周期 有 相近 的 大气 成份 和 卫星 数有 相近 的 体积 和 质量 有 岩石 土壤 和 大量 液态水,高中 地理 宇宙中的地球 地球所处的宇宙环境
年月日时 夜空 上演 火星 合月 的 天象 火星 合月 是 指 火星 运转 到 轨道 中离 月球 近点 时 发生 的 天文 现象 完成 下列 各题 火星 和 月球 都 属于 天体 天体 系统 行星 星际 物质 火星 合月 说明 火星 与 月球 形成 一个 暂时 天体 系统 月球 的 引力 使 火星 靠近 两星 都 运行 到 地球 同 一侧 且 距离 较近 火星 与 月球 运行 轨道 有 交点,高中 地理 宇宙中的地球 地球是太阳系中一颗既普通又特殊的行星 地球所处的宇宙环境
下图 是 鄂尔多斯 ° N 在 春分 夏至 和 冬至 三天 正午 太阳 高度 变化 示意图 指出 下列 节气 排序 与 图 中 相符 的 是 夏至 日 春分 日 冬至 日 春分 日 冬至 日 夏至 日 冬至 日 春分 日 夏至 日 冬至 日 夏至 日 春分 日,高中 地理 宇宙中的地球 地球运动的地理意义 光照图的综合判读
有关 地球 内部 圈层 的 划分 叙述 正确 的 是 莫霍 界面 以上 为 地壳 莫霍 界面 以下 为 地核 地壳 和 地幔 合称 岩石圈 莫霍 界面 和 古登堡 界面 之间 是 地幔,高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点
读 不同 地点 昼 长随 季节 变化 统计 曲线图 回答 下列 问题 图中 四地 位于 北半球 的 是 图 中四地 自转 线速度 由快 到 慢 依次 是 地球 运行 到 远日点 附近 北京 昼长夜短 上海 正午 太阳 高度 达 一年 中 最小值 北极 出现 极昼 现象 当地 昼 最长 时,高中 地理 宇宙中的地球 地球运动的地理意义
当 南京 昼夜 平分 时 下列 说法 正确 的 是 赤道 上 的 正午 太阳 高度 达到 全年 最小 正午 太阳 高度 自 北回归线 向 南北 递减 晨昏 线 与 北极圈 相切 南 北回归线 上 的 正午 太阳 高度 相等,高中 地理 宇宙中的地球 地球运动的地理意义
甲地 ° N ° E 与 乙地 ° S ° E 相比 地方 时 不同 日出 时间 相同 自转角 速度 和 线速度 相同 月份 不同 季节 相同 正午 太阳 高度 相同,高中 地理 宇宙中的地球 地球运动的基本形式
